000800000160034009000010035008020070040000050010070300530040000700950061000008000|Hard|990|20 FullHouse·20 HiddenSingle·15 NakedSingle·1 NakedPair·1 NakedTriple·1 LockedCandidatesType1(Pointing)·1 Skyscraper·1 RemotePair·1 X-Wing
970603500000800002000095001005000004020000010400000900100930000800006000006407035|Hard|880|20 FullHouse·11 HiddenSingle·24 NakedSingle·1 NakedPair·2 NakedTriple·4 LockedCandidatesType1(Pointing)·1 Skyscraper
050200006000010028907060400006700000300000005000004100002080903690070000800002010|Hard|1450|20 FullHouse·13 HiddenSingle·1 HiddenPair·22 NakedSingle·2 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 Skyscraper·2 2-StringKite·3 W-Wing
800004590050600003300009800000036000680000042000420000001900004400003010028100009|Extreme|2142|19 FullHouse·15 HiddenSingle·19 NakedSingle·1 NakedPair·2 NakedTriple·2 LockedPair·5 LockedCandidatesType1(Pointing)·1 2-StringKite·1 UniquenessTest1·2 XYZ-Wing·2 XY-Chain·1 HiddenRectangle
004072000009140708300000000080001070500807002060300080000000003906034800000780600|Hard|492|21 FullHouse·17 HiddenSingle·15 NakedSingle·1 RemotePair
000000006690017008300260000050029080003000600010380050000032004200890061700000000|Hard|1372|21 FullHouse·10 HiddenSingle·22 NakedSingle·3 NakedPair·3 LockedCandidatesType1(Pointing)·1 2-StringKite·2 XY-Wing·1 RemotePair·1 Swordfish
300480200600100890090050000030500600906000405008004020000060070089001002007023008|Hard|674|21 FullHouse·10 HiddenSingle·20 NakedSingle·1 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 Skyscraper·1 X-Wing
009200800800090021010008900090074080000000000040160070002400090960050002007009300|Unfair|1192|21 FullHouse·15 HiddenSingle·17 NakedSingle·3 LockedCandidatesType1(Pointing)·1 2-StringKite·1 W-Wing·1 ContinuousNiceLoop·1 HiddenRectangle
008400002000030000030060809060009400800603001005200030607080020000020000400005700|Unfair|1130|20 FullHouse·20 HiddenSingle·15 NakedSingle·1 LockedPair·3 LockedCandidatesType1(Pointing)·2 LockedCandidatesType2(Claiming)·1 XY-Wing·1 XY-Chain
070000090209700400000090560000600041003050600940007000092060000007004109030000050|Hard|736|21 FullHouse·18 HiddenSingle·15 NakedSingle·1 NakedPair·3 LockedCandidatesType1(Pointing)·1 Skyscraper
020000000007014006630000012080700000700502003000006050540000031200370500000000020|Hard|1170|18 FullHouse·24 HiddenSingle·13 NakedSingle·2 NakedPair·5 LockedCandidatesType1(Pointing)·2 LockedCandidatesType2(Claiming)·1 Skyscraper·1 RemotePair
050000000914023000000900040200050008530807021100040006060001000000630982000000010|Hard|912|20 FullHouse·11 HiddenSingle·22 NakedSingle·1 LockedPair·3 LockedCandidatesType1(Pointing)·1 UniquenessTest1·1 XY-Wing·1 X-Wing
040000300300200070087004090079540000200719008000083920020400510050008009004000080|Hard|510|20 FullHouse·13 HiddenSingle·17 NakedSingle·1 LockedCandidatesType2(Claiming)·1 Skyscraper
900045000460030002008100000076020400309000708001080360000001500100070036000850001|Unfair|1694|20 FullHouse·8 HiddenSingle·23 NakedSingle·1 NakedPair·1 LockedPair·4 LockedCandidatesType1(Pointing)·1 Skyscraper·1 2-StringKite·1 XYZ-Wing·2 XY-Chain·1 FinnedX-Wing
708500040000060050000200307000000290250090084079000000601008000020050000090004608|Unfair|1236|21 FullHouse·17 HiddenSingle·16 NakedSingle·2 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 Skyscraper·1 XY-Wing·1 W-Wing·1 XY-Chain
000002100000081630000649020020004800800000005001900040090273000037490000006800000|Unfair|1002|20 FullHouse·15 HiddenSingle·18 NakedSingle·2 LockedCandidatesType1(Pointing)·1 Skyscraper·1 W-Wing·1 XY-Chain
003074000061000000450900000080009706370000028906800050000006012000000570000450300|Unfair|1692|21 FullHouse·7 HiddenSingle·25 NakedSingle·1 NakedPair·2 Skyscraper·2 XY-Wing·1 W-Wing·2 XY-Chain·1 HiddenRectangle
300075000500000180000400073001080945000104000984050200490001000056000001000530009|Hard|894|21 FullHouse·21 HiddenSingle·9 NakedSingle·2 LockedCandidatesType1(Pointing)·1 Skyscraper·1 RemotePair·1 X-Wing
802000000000013004000000702050000160003507400084000020608000000500730000000000803|Unfair|1488|20 FullHouse·14 HiddenSingle·23 NakedSingle·1 LockedCandidatesType1(Pointing)·1 2-StringKite·1 XY-Chain·1 DiscontinuousNiceLoop·1 HiddenRectangle·1 AIC
120700500000000820000064300389000100000030000004000653002570000041000000005008019|Hard|976|20 FullHouse·11 HiddenSingle·23 NakedSingle·6 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 XYZ-Wing·1 TurbotFish
000047002400010000021000840000004085040000090970300000036000920000090008100760000|Medium|550|20 FullHouse·17 HiddenSingle·18 NakedSingle·1 LockedTriple·2 LockedCandidatesType1(Pointing)
056017300000003009020600010500000900602309501001000008030008060200900000008130490|Hard|974|21 FullHouse·13 HiddenSingle·17 NakedSingle·5 LockedCandidatesType1(Pointing)·1 W-Wing·1 EmptyRectangle·1 TurbotFish
260030800001000020500420601070200060000105000050009010803094006090000200006050034|Hard|604|21 FullHouse·9 HiddenSingle·1 HiddenPair·21 NakedSingle·1 NakedPair·1 LockedCandidatesType1(Pointing)·1 Skyscraper
000000108046890200000036005100070080020000050070050001300940000009015430407000000|Hard|572|20 FullHouse·10 HiddenSingle·23 NakedSingle·1 LockedPair·2 LockedCandidatesType1(Pointing)·1 TurbotFish
059006400000007000038040097800100030000468000060005009410050780000800000005600910|Hard|568|20 FullHouse·11 HiddenSingle·21 NakedSingle·2 LockedCandidatesType1(Pointing)·1 W-Wing
090500063002007000580004000209400000050000030000008206000100079000800600160003040|Unfair|1250|21 FullHouse·10 HiddenSingle·1 HiddenPair·24 NakedSingle·1 NakedTriple·5 LockedCandidatesType1(Pointing)·2 LockedCandidatesType2(Claiming)·1 2-StringKite·1 AIC
000000560000870002020005701800300040390010025010008003506400010100097000049000000|Extreme|4024|21 FullHouse·6 HiddenSingle·1 HiddenPair·24 NakedSingle·2 NakedTriple·1 LockedPair·2 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·2 UniquenessTest1·1 XY-Wing·3 XY-Chain·1 X-Wing·1 FinnedX-Wing·1 SuedeCoq·1 ForcingChainContradiction·3 GroupedDiscontinuousNiceLoop·1 AIC
000000040000034607030600082900806004005010900700309001560003020304280000080000000|Extreme|1838|21 FullHouse·10 HiddenSingle·21 NakedSingle·1 NakedPair·1 NakedTriple·2 LockedCandidatesType1(Pointing)·1 Skyscraper·1 BivalueUniversalGrave+1·1 XY-Wing·1 XYZ-Wing·1 XY-Chain·1 X-Wing·1 FinnedSwordfish·1 EmptyRectangle
000010700010036900000208600067100005090000040300007120003801000004620010001040000|Unfair|1702|21 FullHouse·13 HiddenSingle·19 NakedSingle·1 NakedPair·1 LockedPair·2 LockedCandidatesType2(Claiming)·1 Skyscraper·1 XYZ-Wing·1 W-Wing·1 HiddenRectangle·1 AIC·1 TurbotFish·1 MultiColors1
050008000400020800020700040005001080006405700070200300030002060002030007000100090|Unfair|1030|19 FullHouse·21 HiddenSingle·15 NakedSingle·1 NakedPair·1 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 XY-Wing·1 AIC
701000206000007050080560000000705903200090008504103000000076020060300000807000605|Extreme|1938|21 FullHouse·8 HiddenSingle·23 NakedSingle·1 NakedPair·1 LockedCandidatesType1(Pointing)·2 LockedCandidatesType2(Claiming)·2 Skyscraper·1 2-StringKite·1 XY-Wing·1 XYZ-Wing·1 W-Wing·1 XY-Chain·2 X-Wing
600801000000000001003054070170000420005106800086000017060340200700000000000608004|Hard|562|19 FullHouse·17 HiddenSingle·17 NakedSingle·1 LockedCandidatesType1(Pointing)·1 Skyscraper
800000006000030000341070005405001608002040500708300401100060942000010000200000003|Hard|618|21 FullHouse·6 HiddenSingle·25 NakedSingle·1 NakedPair·1 NakedTriple·1 LockedCandidatesType2(Claiming)·1 XY-Wing
060502003000064100090370006070000008000231000200000040700023010003650000600109070|Hard|688|20 FullHouse·9 HiddenSingle·23 NakedSingle·1 NakedPair·4 LockedCandidatesType1(Pointing)·1 Skyscraper
306090000000000670070004059700010400003408200009050006980300020032000000000020801|Unfair|1642|20 FullHouse·6 HiddenSingle·27 NakedSingle·1 LockedCandidatesType2(Claiming)·1 Skyscraper·1 W-Wing·4 XY-Chain
200039040009040200000500700000000094004275100650000000007003000006020900080160002|Unfair|1486|19 FullHouse·16 HiddenSingle·1 HiddenPair·19 NakedSingle·2 LockedCandidatesType1(Pointing)·1 Skyscraper·1 2-StringKite·1 XYZ-Wing·1 W-Wing·1 FinnedX-Wing·1 FinnedSwordfish
064070080300100000007306050000052100000080000001930000040203800000007009020010370|Hard|456|20 FullHouse·9 HiddenSingle·25 NakedSingle·1 W-Wing
270050000000006100080000000019305040800000007030809610000000080001700000000030054|Extreme|2158|20 FullHouse·16 HiddenSingle·21 NakedSingle·1 NakedPair·1 LockedPair·1 LockedCandidatesType1(Pointing)·2 2-StringKite·1 XY-Wing·2 XY-Chain·1 X-Wing·2 SuedeCoq
060010037800400590900003000000300010000579000070001000000800006089004001720090040|Hard|796|21 FullHouse·12 HiddenSingle·21 NakedSingle·2 LockedCandidatesType1(Pointing)·2 LockedCandidatesType2(Claiming)·2 Skyscraper
600800000870020400300000750000005070054060230030900000023000004008030097000006002|Unfair|1016|20 FullHouse·21 HiddenSingle·13 NakedSingle·1 Skyscraper·1 XY-Chain·2 HiddenRectangle
001805000060700890080000000040007009827000136600300070000000020079003010000401900|Hard|652|21 FullHouse·6 HiddenSingle·26 NakedSingle·1 NakedPair·1 LockedPair·2 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 Skyscraper
609003700070040000300920000500100020098000370020008005000059001000030090006800407|Unfair|1232|21 FullHouse·2 HiddenSingle·30 NakedSingle·1 Skyscraper·1 XYZ-Wing·1 W-Wing·1 XY-Chain·1 DiscontinuousNiceLoop
870004016100007800060000000000080700600903001003050000000000080006100009920400073|Unfair|1480|19 FullHouse·18 HiddenSingle·18 NakedSingle·1 NakedPair·2 LockedCandidatesType1(Pointing)·1 Skyscraper·1 W-Wing·2 XY-Chain·1 EmptyRectangle
