000000007062705300700300100346097000020000000000604000500008040000001008007050000|sstsw(1)w(2)s|Hard|1158|20 FullHouse·9 HiddenSingle·1 HiddenTriple·28 NakedSingle·1 NakedTriple·1 LockedTriple·5 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·2 W-Wing
000008700020000040004569001000000000000090054905104003000647100072900000300000000|sstsw(2)sw(1)s|Hard|1344|20 FullHouse·13 HiddenSingle·23 NakedSingle·2 NakedPair·2 NakedTriple·1 LockedTriple·5 LockedCandidatesType1(Pointing)·2 LockedCandidatesType2(Claiming)·2 W-Wing
692030010050004060000000000060080009000009004100005300001003000700806200080900050|sstsw(3)sw(3)s|Hard|1294|20 FullHouse·12 HiddenSingle·1 HiddenPair·24 NakedSingle·1 NakedPair·1 NakedTriple·1 LockedPair·7 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·2 W-Wing
900000045007095000006480000000240008090800071328000000800000009000000060000006034|sstsw(1)s|Hard|574|20 FullHouse·15 HiddenSingle·21 NakedSingle·1 LockedCandidatesType1(Pointing)·1 W-Wing
810020009090005340004300000007890001080000000400000000000000900000000050062073008|sstsw(1)s|Hard|982|18 FullHouse·15 HiddenSingle·25 NakedSingle·8 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 W-Wing
000018390000040701290000000005790000000001000000000130300000000008005067400600500|sstsw(3)s|Hard|722|20 FullHouse·14 HiddenSingle·24 NakedSingle·4 LockedCandidatesType1(Pointing)·1 W-Wing
260800500074000000000000080000000800005006004300000070000050491090012005050073000|sstsw(2)ssts|Hard|868|18 FullHouse·23 HiddenSingle·16 NakedSingle·2 LockedCandidatesType1(Pointing)·1 XY-Wing·1 W-Wing
004000000000007014300060020006513000049002083700000000000000000500000100820904030|sstsw(1)s|Hard|898|19 FullHouse·14 HiddenSingle·24 NakedSingle·1 NakedTriple·3 LockedCandidatesType1(Pointing)·3 LockedCandidatesType2(Claiming)·1 W-Wing
000200003070009040420100000001608490642000005000500070100002500060095004009000000|sstsw(1)sw(1)s|Hard|1076|19 FullHouse·23 HiddenSingle·12 NakedSingle·3 NakedPair·2 W-Wing·1 Swordfish
009800000060051804050000000000017900002600000000000400097020610208003000400000002|sw(2)s|Hard|488|20 FullHouse·11 HiddenSingle·26 NakedSingle·1 W-Wing
005900204400087000000030000080070000000009750000000002650004080000753960003060000|sstsw(1)s|Hard|604|20 FullHouse·13 HiddenSingle·23 NakedSingle·1 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 W-Wing
009000003000047009100600050500020104400001930806000020000008060000000000020104800|sstsw(1)w(2)ssts|Hard|1254|21 FullHouse·8 HiddenSingle·27 NakedSingle·4 NakedPair·1 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 XY-Wing·2 W-Wing·1 Swordfish
408050009007096000000100700075004208029610000000000000000000000000200017000001482|sstsw(1)sstsw(1)s|Hard|1184|21 FullHouse·13 HiddenSingle·1 HiddenPair·22 NakedSingle·5 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 XY-Wing·2 W-Wing
000000000001040000030500006300000000052086100007010004800020500000905207900000030|sw(1)s|Hard|532|19 FullHouse·15 HiddenSingle·24 NakedSingle·1 W-Wing
000000306040000010000090824080026130370900600410070000000000000704230000000105200|sstsw(1)s|Hard|836|20 FullHouse·17 HiddenSingle·17 NakedSingle·1 NakedPair·1 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 W-Wing·1 X-Wing
800063970000000000000000326026007405000006000908320000049100000000000007300000000|sw(2)s|Hard|492|20 FullHouse·11 HiddenSingle·27 NakedSingle·1 W-Wing
100059000000000010590400003004901200000000004700000000002004090008103060950270000|sstsw(1)s|Hard|844|19 FullHouse·18 HiddenSingle·19 NakedSingle·2 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 W-Wing·1 X-Wing
030080700600070005000036900000000308070000000003010500049000000001400800000109046|sstsw(2)s|Hard|868|21 FullHouse·12 HiddenSingle·24 NakedSingle·2 NakedPair·5 LockedCandidatesType1(Pointing)·1 W-Wing
510730060060004000097801003000580000000006810000000007050000304000000079300010050|sstsw(2)s|Hard|700|21 FullHouse·23 HiddenSingle·11 NakedSingle·1 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 W-Wing
000070000003089040900006807020000000000000071010240590000000900041050000608002400|sstsw(1)s|Hard|824|19 FullHouse·12 HiddenSingle·1 HiddenPair·25 NakedSingle·1 NakedPair·4 LockedCandidatesType1(Pointing)·1 W-Wing
000058600000000130060042500000003897000007000035000000000000000800006004409280006|sw(1)s|Hard|598|19 FullHouse·22 HiddenSingle·16 NakedSingle·1 W-Wing
200000000064300000000040960080600000000080070900574000400002005058000006006900703|sstsw(3)s|Hard|684|21 FullHouse·11 HiddenSingle·24 NakedSingle·4 LockedCandidatesType1(Pointing)·1 W-Wing
005000480000701000006000007900080020043600890018000000000006010300000005000495200|sstsw(1)s|Hard|794|20 FullHouse·13 HiddenSingle·23 NakedSingle·1 LockedPair·5 LockedCandidatesType1(Pointing)·1 W-Wing
000005004300000079060093081400080000658030700030700000000008160000000007020000030|sstsw(2)s|Hard|634|20 FullHouse·9 HiddenSingle·27 NakedSingle·1 NakedTriple·1 LockedPair·1 LockedCandidatesType1(Pointing)·1 W-Wing
059000070300000001720038400063589000000300000002006000090007040000060187000400500|sstsw(2)s|Hard|536|19 FullHouse·12 HiddenSingle·23 NakedSingle·1 LockedCandidatesType2(Claiming)·1 W-Wing
940006000000050001700000000000003000000170060008009300100000040009300827032400096|sstsw(1)s|Hard|754|21 FullHouse·5 HiddenSingle·1 HiddenTriple·30 NakedSingle·1 NakedTriple·2 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 W-Wing
700090620000006409500200013900000500010000000025460000000000900000051736030600000|sstsw(1)sstsw(2)s|Hard|980|21 FullHouse·12 HiddenSingle·22 NakedSingle·2 LockedCandidatesType1(Pointing)·2 LockedCandidatesType2(Claiming)·2 W-Wing·1 X-Wing
507000641000000000900640000071096000002000005000000960006000037000001800028470000|sstsw(2)sstsw(2)s|Hard|1154|20 FullHouse·15 HiddenSingle·1 HiddenPair·21 NakedSingle·2 LockedCandidatesType1(Pointing)·3 LockedCandidatesType2(Claiming)·1 XY-Wing·2 W-Wing
068020000000000000000009831900000002000300004741050000026000040057480000000000003|sstsw(1)s|Hard|712|21 FullHouse·12 HiddenSingle·25 NakedSingle·1 NakedPair·3 LockedCandidatesType1(Pointing)·1 W-Wing
006400000000830900054000107075060000000000000000002079080090000060004532000000004|sstsw(1)ssts|Hard|922|20 FullHouse·19 HiddenSingle·19 NakedSingle·1 LockedCandidatesType1(Pointing)·1 XY-Wing·1 W-Wing·1 X-Wing
060300005040590000000000003000600090006070280005000001000010040084000100307200008|sstsw(1)s|Hard|578|20 FullHouse·15 HiddenSingle·22 NakedSingle·1 LockedCandidatesType1(Pointing)·1 W-Wing
007601405009000000000300020000006003010905000000240006250000610000000290100000004|sstsw(2)s|Hard|958|21 FullHouse·20 HiddenSingle·16 NakedSingle·1 NakedPair·1 NakedTriple·1 LockedCandidatesType1(Pointing)·1 LockedCandidatesType2(Claiming)·1 W-Wing·1 X-Wing
000006000037905100000001408000000003910030000000020570300000817690000000070000000|sstsw(1)s|Hard|942|21 FullHouse·26 HiddenSingle·11 NakedSingle·4 LockedCandidatesType1(Pointing)·2 LockedCandidatesType2(Claiming)·1 W-Wing
